Manual order,Kosambi,Mādhavānanda,Gopinath1896-img,Gopinath1914-img,Gopinath-num,SB spardha num,SB spardha text (some hyphens and spaces added),GRETIL,Ryder,Tawney n,Tawney
342,,"				आयुर्वर्षशतं नृणां परिमितं रात्रौ तदर्धं गतं
					तस्यार्धस्य परस्य चार्धमपरं बालत्ववृद्धत्वयो: ।
				शेषं व्याधिवियोगदु:खसहितं सेवादिभिर्नीयते
					जीवे वारितरङ्गचञ्चलतरे सौख्यं कुत: प्राणिनाम् ।।४९।।
			49. The life of man (as ordained) is limited to one hundred years; half of it is spent in night, and out of the other half one half again is passed in childhood and old age; and the rest which has its illness, bereavements, and troubles is spent in serving (others). What happiness can there be for mortals in a life (again) which is even more uncertain than the ripples (on the surface) of water?",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-391.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-385.jpg,322,,,"
                āyur varṣa-śataṃ nṝṇāṃ parimitaṃ rātrau tad-ardhaṃ gataṃ
                tasyārdhasya parasya cārdham aparaṃ bālatva-vṛddhatvayoḥ |
                śeṣaṃ vyādhi-viyoga-duḥkha-sahitaṃ sevādibhir nīyate
                jīve vārita-raṅga-cañcalatare saukhyaṃ kutaḥ prāṇinām || BharSt_3.49 ||
            ",,,
343,283,"ब्रह्मज्ञानविवेकनिर्मलधिय: कुर्वन्त्यहो दुष्करं
        यन्मुञ्चन्त्युपभोगभाञ्ज्यपि धनान्येकान्ततो नि:स्पृहा: ।
संप्राप्तान्न पुरा न संप्रति  न च प्राप्तौ दृढप्रत्यया-
न्वाञ्छामात्रपरिग्रहानपि परं त्यक्तुं न शक्ता वयम् ।।१३।।

13. Ah! It must be indeed a difficult feat which persons, with their minds purified by the discrimination arising from the knowledge of Brahman, accomplish, in that, free from desire, they wholly discard that wealth which has been actually bringing them enjoyment; whereas we fail to renounce enjoyments which are reaped by us as mere longings and which we never did realize in the past, nor do we realize now, nor can we count upon as lasting when obtained (in future).",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-392.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-386.jpg,323,,,"
                brahma-jñāna-viveka-nirmala-dhiyaḥ kurvanty aho duṣkaraṃ
                yan muñcanty upabhoga-bhāñjy api dhanāny ekāntato niḥspṛhāḥ |
                samprātān na purā na samprati na ca prāptau dṛḍha-pratyayān
                vāñchā-mātra-parigrahān api paraṃ tyaktuṃ na śaktā vayam || BharSt_3.13 ||
            ","
                JOYOUS TREASURES

                How hard a thing it is that they achieve
                  Whose hearts the thought of God keeps pure and bright,
                Who for His sake earth's joyous treasures leave
                  Without a pang at losing such delight!
              
                Those joyous treasures I could never get;
                  I cannot get them now; I am not sure
                That I shall ever win to them; and yet
                  I cannot flout the thought, the hope, the lure.
            ",,
344,,"				व्याघ्रीव तिष्ठति जरा परितर्जयन्ती
					रोगाश्च शत्रव इव प्रहरन्ति देहम् ।
				आयु: परिस्रवति भिन्नघटादिवाम्भो
					लोकस्तथाप्यहितमाचरतीति चित्रम् ।।३८।।
			38. Old age looms (ahead) frightening men like a tigress; (different) diseases afflict the (human) body like enemies; life is flowing away like water running out of a leaky vessel; still, how surprising is it, that man goes on doing wicked deeds!",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-393.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-387.jpg,324,,,"
                vyāghrīva tiṣṭhati jarā paritarjayantī
                rogāś ca śatrava iva praharanti deham |
                āyuḥ parisravanti bhinna-ghaṭā-divāmbho
                lokas tathāpy ahitam ācaratīti citram || BharSt_3.38 ||
            ","
                HEEDLESSNESS

                Old age, an awful tigress, growls:
                And shafts of sickness pierce the bowels;
                Life's water trickles from its jar—
                'Tis strange how thoughtless people are.              
            ",,
345,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-394.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-388.jpg,325,,,"
                yadā yogābhyāsa-vyasana-kṛśayor ātma-manasoravicchinnā
                maitrī sphurati kṛtinas tasya kim u taiḥ |
                priyāṇām ālāpair adhara-madhubhir vaktra-vidhubhiḥ
                saniśvāsāmodaiḥ sakuca-kalaśāśleṣa-surataiḥ || BharSt_2.68 ||
            ",,,
346,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-395.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-389.jpg,326,,,"
                jātaḥ kūrmaḥ sa ekaḥ pṛthubhuvanabharāyāpitaṃ yena pṛṣṭhaṃ
                ślāghyaṃ janma dhruvastha bhramati niyamitaṃ yatra tejasvicakram |
                saṃjātavyarthapakṣāḥ parahitakaraṇe nopariṣṭānna cādho
                brahmāṇḍodumbarāntarmaśakavadapare jantavo jātanaṣṭāḥ ||
            ",,,
347,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-396.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-390.jpg,327,,,"
                unmīlat-trivalī-taraṅga-nilayā prottuṅga-pīna-stana-
                dvandvenodgata-cakravāka-yugalā vaktrāmbujodbhāsinī |
                kāntākāra-dharā nadīyam abhitaḥ krūrātra nāpekṣate
                saṃsārārṇava-majjanaṃ yadi tadā dūreṇa santyajyatām || BharSt_2.49 ||
            ",,,
348,,,https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-397.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-391.jpg,328,,,"
                iha hi madhura-gītaṃ nṛtyam etad-raso 'yaṃ
                sphurati parimalo 'sau sparśa eṣa stanānām |
                iti hata-paramārthair indriyair bhrāmyamāṇaḥ
                sva-hita-karaṇa-dhūrtaiḥ pañcabhir vañcito 'smi || BharSt_2.56 ||
            ","
                THE FIVE ROBBERS

                ""Here are banquets, and singing sweet,
                Perfumes, and glimpse of dancing feet,
                And bosoms that on mine may bear.""
              
                Five rascal senses whisper this,
                Lead me from virtue much amiss,
                And cheat me of my highest bliss.
            ",,
349,,"				गात्रं संकुचितं गतिविर्गलिता भ्रष्टा च दन्तावलि-
					र्दृष्टिर्नश्यति वर्धते बधिरता वक्त्रं च लालायते ।
				वाक्यं नाद्रियते च बान्धवजनो भार्या न शुश्रूषते
					हा कष्टं पुरुषस्य जीर्णवयस: पुत्रोऽप्यमित्रायते ।।७३।।
			73. (In old age) the body becomes shrivelled, the gait becomes unsteady, the teeth fall out, the eye-sight is lost, deafness increases, the mouth slavers, relatives do not value (one’s) words, the wife does not nurse, and even the son turns hostile. Oh, the misery of a man of worn-out age!",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-398.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-392.jpg,329,,,"
                gātraṃ saṅkucitaṃ gatir vigalitā bhraṣṭā ca dantāvalir
                dṛṣṭir nakṣyati vardhate vadhiratā vaktraṃ ca lālāyate |
                vākyaṃ nādriyate ca bāndhava-jano bhāryā na śuśrūṣate
                hā kaṣṭaṃ puruṣasya jīrṇa-vayasaḥ putro 'py amitrāyate || BharSt_3.73 ||
            ",,,
350,,"				वर्णं सितं झटिति वीक्ष्य शिरोरुहाणां
					स्थानं जरापरिभवस्य तदा पुमांसम् ।
				आरोपितास्थिशतकं परिहृत्य यान्ति
					चण्डालकूपमिव दूरतरं तरुण्य: ।।७४।।
			74. Seeing the grey hairs on the head of a man, emblematic of discomfiture by old age, youthful women at once fly away from him, as if from a Chandāla’s (the untouchable in caste) well whereon is placed a structure of bones!
			[आरोपितास्थिशतकं—May be taken to qualify पुमांसम् or कूपम्. If it be taken to qualify the former, it would mean: this framework of bones (meaning the old man).
            It was a custom in former times with the Chandālas to line their well with bones for ornamentation.]",,,,,,"
                varṇaṃ sitaṃ śirasi vīkṣya śiroruhāṇāṃ
                sthānaṃ jarā-paribhavasya tadā pumāṃsam |
                āropitāṃsthi-śatakaṃ parihṛtya yānti
                caṇḍāla-kūpam iva dūrataraṃ taruṇyaḥ || BharSt_3.74 ||
            ",,,
351,,"                                क्षणं बालो भूत्वा क्षणमपि युवा कामरसिक:
                                        क्षणं वित्तैर्हीन: क्षणमपि च संपूर्णविभव: ।
                                जराजीर्णैरङ्गैर्नट इव वलीमण्डिततनु-
                                        र्नर: संसारान्ते विशति यमधानीयवनिकाम् ।।५०।।
                        50. Now a child for a while and then a youth of erotic ways, a destitute now for a while and then very wealthy, just like an actor, man makes at the end of his role—when diseased in all limbs by age and wrinkled all over the body—his exit behind the scene that veils the abode of Yama (death).",https://calm-gaufre-6360e8.netlify.app/gopinath/1896-XikpAAAAYAAJ/pdf/images-300/p-399.jpg,https://calm-gaufre-6360e8.netlify.app/gopinath/1914-VeBjAAAAMAAJ/pdf/images-300/p-393.jpg,330,,,"
                kṣaṇaṃ bālo bhūtvā kṣaṇam pai yuvā kāma-rasikaḥ
                kṣaṇaṃ vittair hīnaḥ kṣaṇam api ca sampūrṇa-vibhavaḥ |
                jarā-jīrṇair aṅgair naṭa iva balī-maṇḍita-tanūr
                naraḥ saṃsārānte viśati yamadhānīya-vanikām || BharSt_3.50 ||
            ","
                ALL THE WORLD'S A STAGE

                Child for an hour, and lovesick youth an hour,
                  Beggar an hour, then fanned by riches' breath,
                The wrinkled actor, Man, bereft of power,
                  Creeps tottering behind the curtain, Death.
            ",,
